No_of_Rooms,Unit_Type,Property_Category,Locality,Price_INR,Area_sqft,Furnishing_Status,Has_Pool,Has_Gym,Has_Parking,Has_Lift,Close_to_Hospital,Power_Backup,Kids_Play_Area,Price_per_sqft
3.0,BHK,Flat,Banjara Hills,85000,1813,areaSemi furnished,Yes,No,No,No,No,No,No,46.88361831218974
3.0,BHK,Flat,Kukatpally,55000,2108,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.091081593927893
2.5,BHK,Flat,Khaja Guda,55000,1675,areaFully furnished,Yes,Yes,No,No,No,No,No,32.83582089552239
3.0,BHK,Flat,Hitech City,130000,2285,areaSemi furnished,No,Yes,No,No,No,No,No,56.89277899343545
3.0,BHK,Flat,Miyapur,38014,2655,areaSemi furnished,Yes,Yes,No,No,No,No,No,14.31789077212806
4.0,BHK,Flat,Serilingampally,50010,4166,areaSemi furnished,Yes,Yes,No,No,No,No,No,12.00432069131061
4.0,BHK,Flat,Serilingampally,50000,9166,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,5.454942177612917
4.0,BHK,Flat,Manikonda,62000,9166,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,6.764128300240017
3.0,BHK,Flat,Shaikpet,95000,2819,areaSemi furnished,Yes,No,No,No,No,No,No,33.69989357928343
3.0,BHK,Flat,Kokapet,87000,2356,areaSemi furnished,Yes,Yes,No,No,No,No,No,36.926994906621395
3.0,BHK,Flat,Manchirevula,130014,2119,areaSemi furnished,Yes,Yes,No,No,No,No,No,61.35630014157621
3.0,BHK,Flat,Kokapet,450000,2188,areaSemi furnished,Yes,Yes,No,No,No,No,No,205.6672760511883
3.0,BHK,Flat,Kokapet,450011,2178,areaSemi furnished,Yes,Yes,No,No,No,No,No,206.6166207529844
3.0,BHK,Flat,Narsingi,50000,1820,areaSemi furnished,No,Yes,Yes,No,No,No,No,27.47252747252747
3.0,BHK,Flat,Kukatpally,67010,2125,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.534117647058824
3.0,BHK,Flat,Kukatpally,52012,3000,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.337333333333333
3.0,BHK,Flat,Narsingi,70000,2381,areaSemi furnished,Yes,Yes,No,No,No,No,No,29.399412011759765
3.0,BHK,Flat,Kokapet,50010,2381,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,21.003779924401513
3.0,BHK,Flat,Bolarum,46000,2088,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,22.03065134099617
3.0,BHK,Flat,Kokapet,65012,2410,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,26.975933609958506
3.0,BHK,Independent,Khaja Guda,70000,2000,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,35.0
4.0,BHK,Flat,Kokapet,60000,9166,areaFully furnished,Yes,Yes,No,No,No,No,No,6.545930613135501
3.0,BHK,Flat,Kokapet,67000,2650,areaSemi furnished,Yes,Yes,No,No,No,No,No,25.28301886792453
3.0,BHK,Flat,Kokapet,55000,2124,areaFully furnished,Yes,Yes,No,No,No,No,No,25.894538606403014
3.0,BHK,Flat,Banjara Hills,65000,1900,areaFully furnished,No,No,Yes,Yes,No,Yes,No,34.21052631578947
2.0,BHK,Flat,Khaja Guda,55000,1643,areaFully furnished,Yes,Yes,No,No,No,No,No,33.475349969567866
2.0,BHK,Independent,Hitech City,31000,1300,areaSemi furnished,No,No,Yes,No,No,No,No,23.846153846153847
2.5,BHK,Flat,Financial District,60000,1492,areaSemi furnished,Yes,Yes,No,No,No,No,No,40.21447721179624
2.0,BHK,Flat,LB Nagar,27000,1340,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,20.149253731343283
2.0,BHK,Flat,New Malakpet,28000,1242,areaFully furnished,No,No,Yes,Yes,No,No,No,22.544283413848632
4.0,BHK,Flat,Kokapet,350000,7916,areaSemi furnished,Yes,Yes,No,No,No,No,No,44.21424962102072
3.0,BHK,Flat,Kokapet,80000,2655,areaSemi furnished,Yes,Yes,No,No,No,No,No,30.131826741996232
2.5,BHK,Flat,Nallagandla,50000,1510,areaSemi furnished,Yes,Yes,No,No,No,No,No,33.11258278145695
3.0,BHK,Flat,Financial District,80000,1745,areaFully furnished,Yes,Yes,No,No,No,No,No,45.845272206303726
3.0,BHK,Flat,Kokapet,65000,1535,areaFully furnished,No,No,No,No,No,No,No,42.34527687296417
2.0,BHK,Independent,Madhapur,34000,1350,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,25.185185185185187
3.0,BHK,Flat,Manikonda,95000,2140,areaSemi furnished,No,Yes,No,No,No,No,No,44.39252336448598
3.0,BHK,Flat,Financial District,90000,2750,areaSemi furnished,No,No,No,No,No,No,No,32.72727272727273
3.0,BHK,Flat,Financial District,95000,2260,areaFully furnished,No,No,No,No,No,No,No,42.0353982300885
3.0,BHK,Flat,Manchirevula,56000,1630,areaSemi furnished,No,Yes,No,No,No,No,No,34.355828220858896
3.0,BHK,Flat,Kachiguda,35000,1500,areaSemi furnished,No,No,No,No,No,No,No,23.333333333333332
4.0,BHK,Duplex,Banjara Hills,190000,3500,areaFully furnished,No,No,No,No,No,No,No,54.285714285714285
3.0,BHK,Flat,Kothaguda,47000,2119,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,22.180273714016046
3.0,BHK,Flat,New Malakpet,35000,1800,areaSemi furnished,No,No,Yes,Yes,No,No,No,19.444444444444443
1.0,BHK,Independent,Habsiguda,11500,800,areaUn-furnished,No,No,Yes,No,No,No,No,14.375
3.5,BHK,Flat,Shaikpet,100000,2305,areaSemi furnished,No,Yes,No,No,No,No,No,43.38394793926247
2.0,BHK,Flat,Nallagandla,42000,1275,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.94117647058823
3.0,BHK,Flat,Narsingi,85000,2070,areaSemi furnished,No,No,No,No,No,No,No,41.06280193236715
4.0,BHK,Flat,Financial District,270000,4600,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,58.69565217391305
3.0,BHK,Flat,Bolarum,46000,1780,areaSemi furnished,No,No,Yes,No,No,No,No,25.84269662921348
3.0,BHK,Flat,Himayath Nagar,40000,1650,areaSemi furnished,No,No,No,No,No,No,No,24.242424242424242
3.0,BHK,Flat,Himayath Nagar,30000,1550,areaSemi furnished,No,No,No,No,No,No,No,19.35483870967742
3.0,BHK,Flat,Banjara Hills,110000,2800,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,39.285714285714285
2.5,BHK,Flat,Serilingampally,50000,1530,areaSemi furnished,Yes,No,No,No,No,No,No,32.6797385620915
3.0,BHK,Flat,Jubilee Hills,100000,2500,areaSemi furnished,No,No,Yes,No,No,No,No,40.0
2.0,BHK,Flat,Nallakunta,18000,1100,areaSemi furnished,No,No,No,No,No,No,No,16.363636363636363
2.0,BHK,Flat,Kothaguda,33000,1160,areaSemi furnished,No,No,Yes,No,No,Yes,No,28.448275862068964
2.0,BHK,Flat,Nacharam,15000,1220,areaSemi furnished,No,Yes,Yes,No,No,No,No,12.295081967213115
3.0,BHK,Flat,Shaikpet,70000,1865,areaFully furnished,No,Yes,No,Yes,No,No,No,37.533512064343164
3.0,BHK,Flat,Puppalaguda,73500,2210,areaFully furnished,Yes,No,Yes,Yes,No,No,No,33.2579185520362
3.0,BHK,Flat,Himayath Nagar,36000,1600,areaUn-furnished,No,No,No,Yes,No,No,No,22.5
4.0,BHK,Flat,Kondapur,120000,3000,areaSemi furnished,No,Yes,No,Yes,No,No,No,40.0
3.0,BHK,Flat,Himayath Nagar,65000,1800,areaSemi furnished,No,No,No,Yes,No,No,No,36.111111111111114
4.0,BHK,Flat,Banjara Hills,200000,4000,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,50.0
2.5,BHK,Independent,Kondapur,35000,1500,areaSemi furnished,No,No,Yes,No,No,Yes,No,23.333333333333332
4.0,BHK,Duplex,Narayanguda,45000,2800,areaFully furnished,No,No,Yes,No,No,No,No,16.071428571428573
2.0,BHK,Independent,Gachibowli,35000,1250,areaSemi furnished,No,No,Yes,No,No,No,No,28.0
3.0,BHK,Flat,Kukatpally,50000,1628,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,30.71253071253071
3.0,BHK,Flat,Kukatpally,50000,2008,areaSemi furnished,Yes,No,No,No,No,No,No,24.900398406374503
3.0,BHK,Independent,Puppalaguda,51000,1800,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,28.333333333333332
3.0,BHK,Flat,Himayath Nagar,36500,1650,areaSemi furnished,No,No,No,Yes,No,No,No,22.12121212121212
2.0,BHK,Independent,Uppal,13000,920,areaSemi furnished,No,No,No,No,No,No,No,14.130434782608695
3.0,BHK,Flat,Kondapur,60000,1833,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.733224222585925
3.0,BHK,Flat,Madeenaguda,44000,1685,areaSemi furnished,Yes,Yes,Yes,No,No,No,No,26.112759643916913
3.0,BHK,Flat,Nallagandla,55000,1805,areaFully furnished,No,No,No,Yes,No,No,No,30.47091412742382
3.0,BHK,Flat,Banjara Hills,90000,3200,areaSemi furnished,No,No,Yes,No,No,Yes,No,28.125
3.0,BHK,Flat,Puppalaguda,70000,2165,areaSemi furnished,Yes,No,Yes,No,No,No,No,32.33256351039261
1.0,BHK,Flat,Habsiguda,9000,500,areaSemi furnished,No,Yes,No,Yes,No,No,No,18.0
3.5,BHK,Flat,Kokapet,80000,2049,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,39.043435822352365
3.0,BHK,Flat,Kokapet,55000,2650,areaSemi furnished,Yes,Yes,No,No,No,No,No,20.754716981132077
3.0,BHK,Flat,Banjara Hills,90000,1850,areaSemi furnished,No,No,No,No,No,No,No,48.648648648648646
3.0,BHK,Flat,Kothaguda,70000,1510,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,46.35761589403973
1.0,BHK,Independent,Kondapur,9000,650,areaSemi furnished,No,No,No,No,No,No,No,13.846153846153847
2.0,BHK,Independent,Manikonda,80000,1250,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,64.0
3.0,BHK,Flat,Gachibowli,60000,1710,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.08771929824562
2.0,BHK,Flat,Nallagandla,32500,1269,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,25.6107171000788
3.0,BHK,Flat,Kondapur,40000,1825,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.91780821917808
3.0,BHK,Flat,Kothaguda,25000,1800,areaFully furnished,No,Yes,Yes,Yes,No,Yes,No,13.88888888888889
3.0,BHK,Flat,New Malakpet,39000,1550,areaFully furnished,No,No,Yes,Yes,No,No,No,25.161290322580644
3.0,BHK,Flat,Nallagandla,68000,1559,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,43.61770365618987
3.0,BHK,Flat,Himayath Nagar,40000,1600,areaFully furnished,No,No,No,No,No,No,No,25.0
3.0,BHK,Flat,Banjara Hills,52000,2000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,26.0
3.0,BHK,Flat,Himayath Nagar,55000,1650,areaFully furnished,No,No,No,No,No,No,No,33.333333333333336
3.0,BHK,Flat,Ramachandra Puram,35000,1699,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,20.600353148911125
3.0,BHK,Flat,Banjara Hills,53000,2660,areaSemi furnished,No,No,No,No,No,No,No,19.924812030075188
3.0,BHK,Flat,Nallagandla,34500,1564,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,22.058823529411764
3.0,BHK,Flat,Banjara Hills,50000,2000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,25.0
3.0,BHK,Flat,Gachibowli,34500,2500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,13.8
2.0,BHK,Flat,Himayath Nagar,37000,1150,areaSemi furnished,No,No,No,No,No,No,No,32.17391304347826
3.0,BHK,Flat,Banjara Hills,125000,3200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,39.0625
3.0,BHK,Flat,Hitech City,45000,2200,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,20.454545454545453
3.0,BHK,Flat,Manikonda,85000,1680,areaSemi furnished,No,Yes,No,No,No,No,No,50.595238095238095
3.0,BHK,Flat,Banjara Hills,110000,3000,areaSemi furnished,No,No,No,No,No,No,No,36.666666666666664
2.0,BHK,Flat,Himayath Nagar,40000,1200,areaSemi furnished,No,No,No,No,No,No,No,33.333333333333336
2.0,BHK,Independent,Tarnaka,85000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,80.95238095238095
3.0,BHK,Flat,Serilingampally,55000,2188,areaSemi furnished,Yes,Yes,No,No,No,No,No,25.137111517367458
3.0,BHK,Independent,Habsiguda,35000,2500,areaSemi furnished,No,No,Yes,No,No,No,No,14.0
3.0,BHK,Flat,Nallagandla,45000,2250,areaSemi furnished,Yes,Yes,No,No,No,No,No,20.0
3.0,BHK,Flat,Jubilee Hills,70000,1900,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,36.8421052631579
3.0,BHK,Villa,Velimela,35000,2700,areaSemi furnished,No,No,No,No,No,No,No,12.962962962962964
2.0,BHK,Flat,Financial District,50000,1725,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.985507246376812
4.0,BHK,Independent,Narsingi,325000,5500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,59.09090909090909
3.0,BHK,Flat,Habsiguda,45001,1700,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,26.471176470588237
3.0,BHK,Flat,Habsiguda,45000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,25.0
4.0,BHK,Flat,Himayath Nagar,60000,2750,areaSemi furnished,No,No,Yes,Yes,No,No,No,21.818181818181817
3.5,BHK,Flat,Pragathi Nagar,40000,2000,areaSemi furnished,Yes,Yes,No,No,No,No,No,20.0
3.0,BHK,Flat,Ramachandra Puram,45000,2294,areaFully furnished,Yes,Yes,No,No,No,No,No,19.61639058413252
3.0,BHK,Flat,Kukatpally,67000,2619,areaSemi furnished,Yes,Yes,No,No,No,No,No,25.582283314242076
3.0,BHK,Flat,Kondapur,59000,1830,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.240437158469945
3.0,BHK,Flat,Financial District,90000,2480,areaFully furnished,No,No,No,No,No,No,No,36.29032258064516
3.0,BHK,Flat,Puppalaguda,65000,2275,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.571428571428573
3.0,BHK,Flat,Banjara Hills,70010,2475,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.286868686868686
4.0,BHK,Flat,Peeramcheru,90000,4250,areaFully furnished,Yes,Yes,No,No,No,No,No,21.176470588235293
4.0,BHK,Flat,Manchirevula,130011,4166,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.20763322131541
3.0,BHK,Flat,Financial District,65000,2425,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.804123711340207
3.0,BHK,Flat,Kukatpally,65000,2824,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.01699716713881
2.5,BHK,Flat,Nallagandla,55000,1888,areaSemi furnished,Yes,Yes,No,No,No,No,No,29.13135593220339
3.0,BHK,Flat,Serilingampally,75000,3231,areaFully furnished,Yes,Yes,No,No,No,No,No,23.212627669452182
2.5,BHK,Flat,Peeramcheru,40000,1813,areaSemi furnished,Yes,Yes,No,No,No,No,No,22.062879205736348
3.0,BHK,Flat,Nallagandla,40000,2250,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.77777777777778
2.0,BHK,Flat,Miyapur,45000,1563,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.790786948176585
3.0,BHK,Flat,Kokapet,65012,2125,areaSemi furnished,Yes,Yes,No,No,No,No,No,30.593882352941176
3.0,BHK,Flat,Borabanda,45000,1579,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.49905003166561
3.0,BHK,Flat,Banjara Hills,150000,3000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,50.0
3.0,BHK,Flat,Kokapet,80000,1795,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,44.56824512534819
2.0,BHK,Independent,Begumpet,20000,1000,areaUn-furnished,No,No,No,No,No,No,No,20.0
3.0,BHK,Flat,Bolarum,50000,2000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,25.0
3.0,BHK,Flat,Banjara Hills,75000,2482,areaFully furnished,No,No,Yes,Yes,No,Yes,No,30.217566478646255
5.0,BHK,Independent,Banjara Hills,280000,6500,areaSemi furnished,No,No,Yes,No,No,No,No,43.07692307692308
2.0,BHK,Flat,Hyderguda,25000,1100,areaSemi furnished,No,No,Yes,Yes,No,No,No,22.727272727272727
3.0,BHK,Flat,Banjara Hills,100000,2500,areaSemi furnished,No,No,Yes,No,No,No,No,40.0
2.5,BHK,Flat,Miyapur,46000,1500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.666666666666668
1.0,BHK,Independent,Nacharam,10000,850,areaUn-furnished,No,No,Yes,No,No,No,No,11.764705882352942
2.0,BHK,Flat,Habsiguda,25000,1200,areaFully furnished,No,No,No,No,No,No,No,20.833333333333332
3.0,BHK,Flat,Banjara Hills,225000,3200,areaFully furnished,No,No,Yes,Yes,No,Yes,No,70.3125
3.0,BHK,Flat,Kokapet,85000,1872,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,45.4059829059829
3.0,BHK,Flat,Kondapur,80000,2590,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.888030888030887
3.0,BHK,Flat,Shilpa Hills,58000,2200,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.363636363636363
2.0,BHK,Flat,Kothaguda,31000,1160,areaSemi furnished,No,No,Yes,No,No,Yes,No,26.724137931034484
3.0,BHK,Flat,Financial District,77000,1850,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,41.62162162162162
6.0,BHK,Villa,Jubilee Hills,435000,8200,areaFully furnished,No,Yes,Yes,Yes,No,Yes,No,53.048780487804876
2.0,BHK,Flat,Miyapur,37000,1244,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.742765273311896
3.0,BHK,Flat,Gachibowli,65000,1920,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.854166666666664
3.0,BHK,Flat,Banjara Hills,85000,2500,areaFully furnished,No,No,Yes,Yes,No,Yes,No,34.0
3.0,BHK,Flat,Kondapur,72000,1850,areaSemi furnished,Yes,No,No,Yes,No,No,No,38.91891891891892
2.0,BHK,Flat,Kondapur,29000,1250,areaSemi furnished,No,No,Yes,No,No,No,No,23.2
2.0,BHK,Flat,Nacharam,16000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,15.238095238095237
2.0,BHK,Flat,Kondapur,41000,1289,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.807602792862685
2.0,BHK,Independent,Kondapur,42000,1500,areaFully furnished,No,No,Yes,Yes,No,Yes,No,28.0
3.0,BHK,Flat,Habsiguda,30000,1350,areaSemi furnished,No,No,Yes,No,No,No,No,22.22222222222222
3.0,BHK,Flat,Gachibowli,88000,2192,areaSemi furnished,No,No,No,No,No,No,No,40.14598540145985
3.5,BHK,Independent,Banjara Hills,150000,4000,areaSemi furnished,No,No,Yes,No,No,No,No,37.5
3.0,BHK,Flat,LB Nagar,23000,1500,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,15.333333333333334
2.5,BHK,Independent,LB Nagar,26000,1650,areaSemi furnished,No,No,Yes,Yes,No,No,No,15.757575757575758
3.0,BHK,Penthouse,Madhapur,55000,1800,areaSemi furnished,No,No,No,Yes,No,No,No,30.555555555555557
2.0,BHK,Flat,Kondapur,46000,1456,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.593406593406595
3.0,BHK,Flat,Narsingi,125000,1800,areaFully furnished,No,Yes,No,No,No,No,No,69.44444444444444
3.0,BHK,Flat,Narsingi,50000,2044,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.461839530332682
3.0,BHK,Flat,Gachibowli,47000,1473,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.907671418873047
3.0,BHK,Flat,Tellapur,48000,1839,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.10114192495922
3.0,BHK,Flat,Gachibowli,85000,2421,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.10945890128046
2.5,BHK,Flat,Miyapur,45000,1413,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.84713375796178
4.0,BHK,Flat,Kondapur,200000,3200,areaFully furnished,No,No,No,No,No,No,No,62.5
3.0,BHK,Flat,Miyapur,38000,1231,areaSemi furnished,No,No,Yes,No,No,No,No,30.869212022745735
3.0,BHK,Duplex,Tarnaka,35000,2800,areaSemi furnished,No,No,Yes,No,No,No,No,12.5
3.0,BHK,Flat,Hafeezpet,75000,3000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,25.0
2.5,BHK,Independent,Kothapet,57000,2800,areaSemi furnished,No,No,Yes,Yes,No,No,No,20.357142857142858
4.0,BHK,Flat,Tarnaka,35000,1950,areaSemi furnished,No,No,Yes,No,No,No,No,17.94871794871795
2.0,BHK,Flat,Miyapur,40000,1216,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.89473684210526
5.0,BHK,Flat,Gachibowli,85000,2560,areaSemi furnished,No,No,No,No,No,No,No,33.203125
3.0,BHK,Flat,Serilingampally,50000,1600,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,31.25
3.0,BHK,Flat,Miyapur,40000,1900,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,21.05263157894737
3.0,BHK,Villa,Nallagandla,130000,3416,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,38.05620608899297
2.0,BHK,Villa,Manchirevula,100000,3135,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.89792663476874
4.0,BHK,Flat,Nacharam,32017,1925,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.632207792207794
3.0,BHK,Flat,Manchirevula,50000,2106,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.741690408357076
4.0,BHK,Flat,Narsingi,75000,1715,areaSemi furnished,No,No,No,No,Yes,No,No,43.731778425655975
3.0,BHK,Flat,Kothaguda,37000,1475,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,25.084745762711865
3.0,BHK,Flat,Nallakunta,30000,1650,areaSemi furnished,No,No,No,No,No,No,No,18.181818181818183
3.0,BHK,Flat,Miyapur,38000,1231,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.869212022745735
3.0,BHK,Flat,Jubilee Hills,45000,1800,areaSemi furnished,No,No,Yes,Yes,No,No,No,25.0
3.0,BHK,Flat,Kokapet,62000,2099,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.537875178656503
3.0,BHK,Flat,Serilingampally,46000,1638,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.083028083028083
3.0,BHK,Flat,Miyapur,37000,1220,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.327868852459016
3.0,BHK,Flat,Nallagandla,45000,1719,areaSemi furnished,Yes,Yes,No,No,No,No,No,26.17801047120419
3.0,BHK,Flat,Kukatpally,52011,2119,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.54506842850401
2.0,BHK,Flat,Gachibowli,48000,1495,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.10702341137124
2.0,BHK,Flat,Shaikpet,180000,2600,areaSemi furnished,No,No,No,No,No,No,No,69.23076923076923
2.0,BHK,Flat,Kokapet,500000,7000,areaFully furnished,No,No,Yes,No,No,No,No,71.42857142857143
2.0,BHK,Flat,Kukatpally,67000,2356,areaSemi furnished,Yes,Yes,No,No,No,No,No,28.438030560271645
3.0,BHK,Flat,Narayanguda,34000,1600,areaSemi furnished,No,No,No,No,No,No,No,21.25
3.0,BHK,Independent,Kothapet,16000,1100,areaUn-furnished,No,No,Yes,No,No,No,No,14.545454545454545
3.0,BHK,Flat,Gachibowli,360000,7500,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,48.0
4.0,BHK,Flat,Kondapur,65000,2063,areaSemi furnished,Yes,Yes,No,No,No,No,No,31.507513330101794
3.0,BHK,Flat,Himayath Nagar,26500,1100,areaSemi furnished,No,No,No,No,No,No,No,24.09090909090909
3.0,BHK,Independent,Kothapet,16000,1100,areaSemi furnished,No,No,Yes,No,No,No,No,14.545454545454545
2.0,BHK,Flat,Tarnaka,20000,1050,areaSemi furnished,No,No,Yes,No,No,No,No,19.047619047619047
4.0,BHK,Villa,Khaja Guda,750000,6500,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,115.38461538461539
2.5,BHK,Flat,Nacharam,24000,1431,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.771488469601678
2.0,BHK,Flat,Shaikpet,190000,6813,areaSemi furnished,Yes,Yes,No,No,No,No,No,27.8878614413621
2.0,BHK,Flat,Kothapet,28000,1670,areaSemi furnished,No,No,Yes,Yes,No,No,No,16.766467065868262
2.0,BHK,Flat,Hitech City,65000,1800,areaSemi furnished,Yes,Yes,No,No,No,No,No,36.111111111111114
4.0,BHK,Flat,Nallakunta,28000,1150,areaSemi furnished,No,No,No,No,No,No,No,24.347826086956523
2.0,BHK,Flat,Kokapet,450000,9166,areaFully furnished,Yes,Yes,No,No,No,No,No,49.09447959851626
4.0,BHK,Flat,Kondapur,70014,2875,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.352695652173914
2.5,BHK,Flat,Narsingi,70012,2525,areaSemi furnished,Yes,Yes,No,No,No,No,No,27.727524752475247
2.0,BHK,Flat,Financial District,70000,2950,areaSemi furnished,Yes,Yes,No,No,No,No,No,23.728813559322035
4.0,BHK,Flat,Manikonda,60000,2614,areaSemi furnished,Yes,Yes,No,No,No,No,No,22.953328232593726
3.0,BHK,Flat,Kokapet,87014,2655,areaSemi furnished,Yes,Yes,No,No,No,No,No,32.77363465160075
3.0,BHK,Flat,Hitech City,78010,4500,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.335555555555555
3.0,BHK,Flat,Financial District,88000,2480,areaFully furnished,No,No,No,No,No,No,No,35.483870967741936
3.0,BHK,Flat,Hitech City,200000,3893,areaFully furnished,Yes,Yes,No,No,No,No,No,51.37426149499101
4.0,BHK,Flat,Tellapur,48000,1931,areaSemi furnished,Yes,Yes,No,No,No,No,No,24.857586742620406
3.0,BHK,Flat,LB Nagar,26000,1500,areaSemi furnished,No,No,Yes,Yes,No,No,No,17.333333333333332
4.0,BHK,Flat,Kondapur,100000,2290,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,43.66812227074236
3.0,BHK,Flat,Tellapur,43000,1253,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,34.317637669592976
2.0,BHK,Flat,Kachiguda,25000,1100,areaSemi furnished,No,No,No,No,No,No,No,22.727272727272727
3.0,BHK,Flat,Kachiguda,36000,1700,areaSemi furnished,No,No,Yes,No,No,No,No,21.176470588235293
3.0,BHK,Flat,Hafeezpet,45000,1502,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,29.96005326231691
2.0,BHK,Flat,Himayath Nagar,26000,1100,areaSemi furnished,No,No,Yes,No,No,No,No,23.636363636363637
2.0,BHK,Flat,Narayanguda,26000,1200,areaSemi furnished,No,No,Yes,No,No,No,No,21.666666666666668
2.0,BHK,Flat,Kothapet,18000,1100,areaUn-furnished,No,No,No,Yes,No,No,No,16.363636363636363
2.0,BHK,Flat,Madeenaguda,38000,1245,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.522088353413654
2.0,BHK,Flat,Amberpet,15000,1000,areaSemi furnished,No,No,No,Yes,No,No,No,15.0
